response,predictor,coefficient
TS,1552,1.8452791704077931
TS,1553,1.8778777500808523
TS,1554,1.8691777961167084
TS,1555,1.94392392050652
TS,1556,1.9862595233735136
TS,1557,2.0013894985746297
TS,1558,2.0425651850504081
TS,1559,2.1519532806705395
TS,1560,2.2103762767787778
TS,1561,2.2947726878548877
TS,1562,2.395336685069906
TS,1563,2.4777808480832713
TS,1564,2.5507236027499745
TS,1565,2.6379116589418108
TS,1566,2.7124412719120601
TS,1567,2.7446059056047534
TS,1568,2.8369506511066498
TS,1569,2.8556407609154837
TS,1570,2.9335719401109306
TS,1571,3.0048940247269802
TS,1572,3.0516339451499759
TS,1573,3.1384945416175487
TS,1574,3.1805838482387601
TS,1575,3.2422308187201851
TS,1576,3.2887253560994192
TS,1577,3.341859332916794
TS,1578,3.4009217539017174
TS,1579,3.4961406963177466
TS,1580,3.5077174066200145
TS,1581,3.5928515730756514
TS,1582,3.6346927185481754
TS,1583,3.6554314649410746
TS,1584,3.6796899862262458
TS,1585,3.7269427588654129
TS,1586,3.7173784887747074
TS,1587,3.7571410918463242
TS,1588,3.8011189484665429
TS,1589,3.8302438547826188
TS,1590,3.8172176257449242
TS,1591,3.8502433408260535
TS,1592,3.8535450052164424
TS,1593,3.9223107279573082
TS,1594,3.9068517204806641
TS,1595,3.8937644984508317
TS,1596,3.8861784409382114
TS,1597,3.8684064689233897
TS,1598,3.869748281977182
TS,1599,3.8875377430349993
TS,1600,3.8778956143222469
TS,1601,3.8299395965333907
TS,1602,3.8312974459227007
TS,1603,3.8356296034052093
TS,1604,3.7892525077792087
TS,1605,3.8015473700257805
TS,1606,3.8018687792567629
TS,1607,3.8461471542220815
TS,1608,3.8577771224163326
TS,1609,3.8777955104360333
TS,1610,3.9061249131747884
TS,1611,3.908832415258884
TS,1612,3.8700523442416075
TS,1613,3.9043904803773133
TS,1614,3.9368060316506663
TS,1615,3.9112044770211298
TS,1616,3.9428014626194656
TS,1617,3.9550637118727785
TS,1618,3.9624884633055268
TS,1619,3.9268915358342138
TS,1620,3.8475180304821581
TS,1621,3.8850209269104075
TS,1622,3.8888969156541071
TS,1623,3.8739282705516627
TS,1624,3.8788582239855476
TS,1625,3.8460356854793734
TS,1626,3.8200874605586548
TS,1627,3.7638683117931238
TS,1628,3.7140017455873329
TS,1629,3.5834293281647756
TS,1630,3.5933925226719841
TS,1631,3.4985121817889917
TS,1632,3.3696019185938688
TS,1633,3.3448979046811473
TS,1634,3.3081184059051392
TS,1635,3.2070615404142138
TS,1636,3.1420630565698833
TS,1637,3.0880914463026246
TS,1638,2.9957687352950906
TS,1639,2.9065004896764495
TS,1640,2.820562376204073
TS,1641,2.7084984421968326
TS,1642,2.6349876854062027
TS,1643,2.4839461750025231
TS,1644,2.3334041291673135
TS,1645,2.1599523306261714
TS,1646,2.0138890812607713
TS,1647,1.8188891230399484
TS,1648,1.6139569009766614
TS,1649,1.4084820452152222
TS,1650,1.1191840765726269
TS,1651,0.90237309569480384
TS,1652,0.62577040554893248
TS,1653,0.35493130595928618
TS,1654,0.091114918567024125
TS,1655,-0.20102233946878575
TS,1656,-0.55814592426386489
TS,1657,-0.90800421970180056
TS,1658,-1.2824779642415938
TS,1659,-1.6200457161752742
TS,1660,-1.9716733277426306
TS,1661,-2.3857241025284281
TS,1662,-2.7272762643842201
TS,1663,-3.1120829812830504
TS,1664,-3.4514193191788132
TS,1665,-3.8012600129511527
TS,1666,-4.0257099350421601
TS,1667,-4.3183165632424707
TS,1668,-4.578891117651529
TS,1669,-4.6964889892637594
TS,1670,-4.8349946690545389
TS,1671,-4.8139451682929133
TS,1672,-4.9273398800199697
TS,1673,-4.8858383517814259
TS,1674,-4.7800197679435863
TS,1675,-4.5815176571446603
TS,1676,-4.3792246039485683
TS,1677,-4.0416774592662748
TS,1678,-3.7177377040150317
TS,1679,-3.3065430778213059
TS,1680,-2.8774870245704181
TS,1681,-2.4071205304455998
TS,1682,-1.8185175698121909
TS,1683,-1.3114754499432562
TS,1684,-0.79910146069350652
TS,1685,-0.32058607422816887
TS,1686,0.16878911349515122
TS,1687,0.47716443101274086
TS,1688,0.83269043372611184
TS,1689,1.012334884265671
TS,1690,1.0903405359040177
TS,1691,1.092448551181503
TS,1692,1.0352484323684017
TS,1693,0.89150746362203581
TS,1694,0.6624571228698195
TS,1695,0.39008881057122452
TS,1696,0.11246234607646284
TS,1697,-0.12360772291678342
TS,1698,-0.32727055803033045
TS,1699,-0.49128836904547341
TS,1700,-0.60421787330732857
TS,1701,-0.62225724214658018
